domain_id	substrates	type	source	split
pristinamycin-IA-snbC-1(thr)|CAA67248.1.A1|Q54959.A1	['l-threonine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0000336-dptBC4(asp)|AAX31558.1.A4	['aspartic acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001416-nunA5(ala)|KPN93063.1.A5	['alanine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0001968-cdeJ3(pro)|QBC75022.1.A3	['proline']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
sesbanimideR-SbnQ-1(arg)	['arginine']	bacterial	['nrpstransformer_s1']	train
WP_234859471.1.A3|aquimarin-aqmF-3(val)	['valine']	bacterial	['parasect', 'nrpstransformer_s1']	train
Q84BQ5.A1|BGC0000305-arfB1(thr)|BAC67535.1.A1	['l-threonine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
AIE77058.1.A1|BGC0000418-orf8(Dpg):(S)-3,5-dihydroxyphenylglycine	['3,5-dihydroxyphenylglycine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0002108-cip23-2(ser)|QNH67551.1.A2	['serine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BAA02523.1.A1|SRFAB_BACSU(val)|Q04747.3.A1|Q45675.A1	['valine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
O52820.A1|CAA11795.1.A1|O52820_AMYOR(hpg)	['4-hydroxyphenylglycine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
QWM97319.1.A4	['glycine']	bacterial	['parasect', 'add_db']	train
BAV56017.1.A1	['aspartic acid']	bacterial	['parasect']	train
BGC0000395-nocB1(ser)|AAT09805.1.A1	['serine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001214-MfnC3(O-methyl-Tyr)|AJV88375.1.A3	['tyrosine', 'o-methyltyrosine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
ADK04962.1.A1	['2,3-dihydroxybenzoic acid']	bacterial	['add_db']	train
ABV56582.1.A1|BGC0000378-ktzB(ile/delta-chloro-Ile)	['leucine', 'valine', '2-amino-3-methylpentanoic acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001968-cdeI6(alloIle)|QBC75021.1.A6	['2-amino-3-methylpentanoic acid']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
AAN00653.1.A1|P59591.A1	['alanine']	bacterial	['parasect']	train
AJF34464.1.A5|BGC0001207-Txo2-M5(Ile)	['2-amino-3-methylpentanoic acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
WP_129549303.1.A4	['serine']	bacterial	['parasect']	train
BAF50727.1.A1|BGC0001116-visA(gly)|A4PHN0.A1	['glycine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
ABI26077.1.A1|BGC0000331-ociA1(hty)	['l-homotyrosine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0000341-endB3(allothr)|ABD65957.1.A3	['l-threonine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001432-mchB1(thr)|APZ78855.1.A1	['l-threonine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001842-gamC4(Ile)|ABA73956.1.A4	['2-amino-3-methylpentanoic acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
CDG17980.1.A6|BGC0000464-xabAB6(thr)	['l-threonine']	bacterial	['parasect', 'nrpstransformer_s1']	train
BGC0001117-hmtL1(piz)|CBZ42146.1.A1	['leucine', 'piperazic acid']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
AIW82284.1.A3|BGC0001125-puwG3(ala)	['alanine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
taeanamide-taemF2(pro)	['proline']	bacterial	['nrpstransformer_s1']	train
BGC0001117-hmtK(ketoVal)|CBZ42145.1.A1	['3-methyl-2-oxobutanoic acid']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0000398-ofaC3(ser)|AFH75330.1.A3	['serine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
Q70P97.A1|BGC0001009-melC(cys)|CAD89774.1.A1	['cysteine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
Q8KLL5.A1|BGC0000290-staC1-(HPG)|AAM80537.1.A1	['4-hydroxyphenylglycine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
kahalalideQ-NRPS15-1(asp)|Ga0173608_112008.A1	['aspartic acid']	bacterial	['parasect', 'nrpstransformer_s1']	train
ABW17376.1.A6|BGC0000411-psoB6(Ile)	['2-amino-3-methylpentanoic acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
WP_006051170.1.A5|BGC0001999-GRBI5(gly)	['glycine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
Q9RFK8.A1|BGC0001024-mtaD(cys)|AAF19812.1.A1	['cysteine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
Sch-20561-Sch19-1	['l-threonine']	bacterial	['benchmark', 'nrpstransformer_benchmark']	benchmark
CAD29798.1.A2|BGC0001015-mcyB2(asp-gamma)	['d-aspartic acid', 'aspartic acid']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
aquimarin-aqmD-1(ile)|WP_108867381.1.A1	['2-amino-3-methylpentanoic acid']	bacterial	['parasect', 'nrpstransformer_s1']	train
Q1PSF4.A1|BGC0000453-vlm1-M1(ketoVal):hydroxyisovaleric-acid|ABA59547.1.A1	['3-methyl-2-oxobutanoic acid', '2-hydroxy-3-methylbutyric acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
AJM89738.1.A2|BGC0001192-PmxE2(thr)	['l-threonine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
WP_004571777.1.A2|BGC0001760-RmoI2(pro)	['proline']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
AEA30272.1.A2|BGC0000429-sky29-2(ala)	['alanine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
AXG49819.1.A1|WP_232507913.1.A1|BGC0000383-plu1880-M1(lys)|CAE14173.1.A1	['4-hydroxylysine', 'l-lysine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
cochinmicin-cmnM-2(thr)	['l-threonine']	bacterial	['nrpstransformer_s1']	train
APZ78795.1.A1	['leucine']	bacterial	['parasect', 'add_db']	train
bokeelamide-bkaN-1	['fatty acid']	bacterial	['benchmark', 'nrpstransformer_benchmark']	benchmark
AJM89738.1.A4|BGC0001192-PmxE4(24Dab)	['2,4-diaminobutyric acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
AAZ03552.1.A4|BGC0000332-mcnC4(tyr)	['tyrosine', '3-chloro-l-tyrosine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
ACVS_AMYLA3(val)|P27743.A3|CAA40561.1.A3	['valine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
RLV71193.1.A1|RLV71193.1.A2|BGC0001846-vlm1-2(val)	['valine', '2-hydroxy-3-methylbutyric acid']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0000398-ofaB1(thr)|AFH75329.1.A1	['l-threonine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
WP_082191961.1.A2	['serine']	bacterial	['parasect', 'add_db']	train
AAX31558.1.A5|BGC0000336-dptBC5(gly)	['glycine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
AAD56240.1.A2|CAB15186.3.A2|P45745.A2|BGC0000309-dhbF(thr)	['l-threonine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
KPN90369.1.A3|BGC0001416-nunE3(Asp)	['aspartic acid']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0001796-BrL25_22185-4(trp)|ATO51563.1.A4	['tryptophan']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
AAX16325.1.A2|Q5DIS9_PSEAE2(hXorn)	['n5-formyl-n5-hydroxy-l-ornithine', 'hydroxyornithine']	bacterial	['parasect', 'nrpstransformer_s1']	train
CBN59164.1.A1	['l-phenylalanine']	bacterial	['add_db']	train
xeinamide-xinA2(thr)	['l-threonine']	bacterial	['nrpstransformer_s1']	train
BGC0000413-pvdL4(24Dab):2,4-diaminobutyric-acid|AAY93445.1.A4	['2,4-diaminobutyric acid']	bacterial	['parasect', 'nrpstransformer_s1']	train
BGC0001641-koI13(leu)|WP_011146892.1.A13	['leucine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
Q81QP7.A1|AAT31491.1.A1	['glycine']	bacterial	['parasect', 'add_db']	train
Q9X2N4.1.A1	['alanine']	bacterial	['parasect']	train
ABL74939.1.A1|BGC0001048-tlmVII(thr)	['l-threonine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
ABH06368.2.A2|BGC0000389-massB2(Ile)	['2-amino-3-methylpentanoic acid']	bacterial	['parasect', 'nrpstransformer_s1']	train
CCB53264.1.A2|BGC0001393-lugA2(trp)	['tryptophan']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0002336-bolH4(ser)|BolH.A4	['serine']	bacterial	['parasect', 'nrpstransformer_s1']	train
Ga0173608_112008.A4|kahalalideQ-NRPS15-4(val)	['valine']	bacterial	['parasect', 'nrpstransformer_s1']	train
APU91750.1.A9|BGC0001806-TolA9(val)	['valine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
kahalalideY-NRPS12-1(phe)|Ga0173608_111792.A1	['l-phenylalanine']	bacterial	['parasect', 'nrpstransformer_s1']	train
carmabin-NRPS2(ala)	['alanine']	bacterial	['nrpstransformer_s1']	train
AAM86959.1.A1|Q8CZT9.A1	['cysteine']	bacterial	['parasect', 'add_db']	train
turnercyclamycin-turE1(ala)	['alanine']	bacterial	['nrpstransformer_s1']	train
APZ78769.1.A4|BGC0001425-mchC4(gln)	['glutamine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
WP_043882190.1.A3|BGC0001728-phnE3(phe)	['l-phenylalanine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
ADY76684.1.A1|BGC0000950-npsP8(met)	['l-methionine']	bacterial	['parasect', 'nrpstransformer_s1']	train
ABC36785.1.A2|BGC0000964-BhcD2(cys)	['cysteine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0002484A-lxaD-4(gly)	['glycine']	bacterial	['nrpstransformer_s1']	train
THA23574.1.A2|levesquamide-lvqD-2(leu)	['leucine']	bacterial	['parasect', 'nrpstransformer_s1']	train
AAK89719.2.A1|WP_010973248.1.A1|fabrubactin-fbnP-1(gly)	['glycine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
AFK57215.1.A1|BGC0000985-didD1(leu)	['leucine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001629-jesC-6(ala)|QMS47800.1.A6	['alanine']	bacterial	['nrpstransformer_s1', 'add_db']	train
CAY48789.1.A3	['2-amino-3-methylpentanoic acid']	bacterial	['parasect', 'add_db']	train
aquimarin-aqmG2-1(val)|WP_234859472.1.A1	['valine']	bacterial	['parasect', 'nrpstransformer_s1']	train
BGC0002001-CroH(hforn)|WP_144411596.1.A1	['n5-formyl-n5-hydroxy-l-ornithine', 'hydroxyornithine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
malleipeptin-mpnC-1(lys)	['l-lysine']	bacterial	['nrpstransformer_s1']	train
CUX79061.1.A4|BGC0001715-octB4(24Dab)	['2,4-diaminobutyric acid']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
AAM43098.1.A1|Q8P449.A1	['glycine']	bacterial	['parasect', 'add_db']	train
ADJ63842.1.A7|BGC0000424-Hsero_2343-M6(horn)N5-OH-orn	['n5-hydroxy-l-ornithine', 'hydroxyornithine']	bacterial	['parasect', 'nrpstransformer_s1']	train
AIW58892.1.A13|BGC0001582-ecu13(val)	['valine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
olikomycin-olk17-1	['aspartic acid']	bacterial	['benchmark', 'nrpstransformer_benchmark']	benchmark
pandorabactin-panI-3	['aspartic acid', '3-hydroxyaspartic acid']	bacterial	['benchmark', 'nrpstransformer_benchmark']	benchmark
lyngbyabellin-NRPS1-1(ketoVal)	['3-methyl-2-oxobutanoic acid']	bacterial	['nrpstransformer_s1']	train
BGC0000414-qcn17(L-(E)-4,5-dehydroarginine)|BAO84866.1.A1	['4,5-dehydroarginine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
AGN74886.1.A1|BGC0000459-sgvD3(4-hydroxy-pro)	['4-hydroxyproline', 'proline']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
AAO62585.1.A1|BGC0001016-mcyG(phenylacetate)	['cinnamic acid', 'phenylacetate']	bacterial	['parasect', 'nrpstransformer_s1']	train
BGC0002108-cip24-1(leu)|QNH67552.1.A1	['leucine', '3-hydroxyleucine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
bogorol-IJKL-bogD-1(val)|BGC0001532-BogD1(val)|ATY37591.1.A1	['valine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
Q8Z8L1.A1|AAO69874.1.A1|Q8Z8L1_SALTI(DHBA/salicylate)	['2,3-dihydroxybenzoic acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
viennamycin-vieL-3(glu)	['glutamic acid']	bacterial	['nrpstransformer_s1']	train
QNH67550.1.A5|BGC0002108-cip22-5(lys)	['l-lysine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0000443-thaA2(orn)|AED90002.1.A2	['ornithine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001389-CipA4(ala)|AHZ34238.1.A4	['alanine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0002480-clyF-1(pyruvate)	['pyruvic acid']	bacterial	['nrpstransformer_s1']	train
BGC0000999-ABL86391.1(orn//bOHorn)|ABL86391.1.A1|A8BB73.A1	['ornithine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
AGE25480.1.A2	['leucine']	bacterial	['parasect']	train
CAJ96468.1.A1|BGC0000330-cucJ(gly)	['glycine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
O30408.A2|AAC45929.1.A2|TYCB_BREPA2(phe)	['l-phenylalanine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
CP001614.2.A2|TERTU_4067.A2|BGC0000451-tnbF2(ser)	['serine']	bacterial	['parasect', 'nrpstransformer_s1']	train
ARU08074.1.A4|BGC0001448-mlcL4(gly)	['glycine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0000437/438-sypB5(ala)|Q83VS1.A5|AAO72424.1.A5	['alanine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001806-TolB4(hse)|APU91751.1.A4	['l-homoserine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001641-koI15(val)|WP_011146892.1.A15	['valine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
QBC75021.1.A2|BGC0001968-cdeI2(gly)	['glycine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0002581-bsmA-1(tyr)|QKF54435.2.A1	['tyrosine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
QKM21619.1.A3|BGC0002351-thfA-3(gln)	['glutamine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
ATD51280.1.A1|BGC0001650-ledF(pro)	['proline']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
pseudophomin-pseC3(ile)	['2-amino-3-methylpentanoic acid']	bacterial	['nrpstransformer_s1']	train
CDG17981.1.A1|BGC0000464-xabC1(val)	['leucine', 'valine', '2-amino-3-methylpentanoic acid']	bacterial	['parasect', 'nrpstransformer_s1']	train
ABW17376.1.A7|BGC0000411-psoB7(ser)	['serine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001341-vlm1-M2(val)|ORC16618.1.A2	['valine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
taeanamide-taemA1(NAc24dab/24dab)	['n(4)-acetyl-l-2,4-diaminobutyric acid']	bacterial	['nrpstransformer_s1']	train
CAE02633.1.A1|BGC0000433-srfC(leu)	['leucine']	bacterial	['nrpstransformer_s1', 'add_db']	train
BBA21071.1.A1|BGC0001740-ptxE(gly)	['glycine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0002522-pdmC-3(ile)	['2-amino-3-methylpentanoic acid']	bacterial	['nrpstransformer_s1']	train
CCJ67640.1.A2|BGC0000447-taaE2(Thr)	['l-threonine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
WP_050383082.1.A1|BGC0001451-frsG1(leu)	['leucine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
AAO72424.1.A2|BGC0000437/438-sypB2(Val)|Q83VS1.A2	['valine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
CBL25819.1.A1	['2,3-dihydroxybenzoic acid']	bacterial	['add_db']	train
szentirazine-01979-1(carbamoylasn)	['n-carbamoyl-l-asparagine']	bacterial	['nrpstransformer_s1']	train
BGC0002548-banB-2(leu)	['leucine']	bacterial	['nrpstransformer_s1']	train
ADH01485.1.A1|BGC0000995-fr9D(thr)|BGC0001113-fr9DEF(thr)|AIC32693.1.A1	['l-threonine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
AKJ29410.1.A2|BGC0002003-GlpC2(glu)|WP_047197778.1.A2	['glutamic acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
Ga0173608_111792.A6|kahalalideY-NRPS12-6(tyr)	['tyrosine']	bacterial	['parasect', 'nrpstransformer_s1']	train
ALV86867.1.A3|BGC0001406-tlo21-M3(pro//OHPro)	['proline']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
WP_051700105.1.A1|BGC0001368-TbrI(6-chloro-4-hydroxy-indole-acid)	['6-chloro-l-tryptophan', '6-chloro-4-hydroxyindole-3-carboxylic acid[unverified]', '6-chloro-4-hydroxy-1-methyl-indole-3-carboxylic acid[unverified]']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
myxovalargin-mxvC3(betatyr)	['3-amino-3-(4-hydroxyphenyl)propanoic acid']	bacterial	['nrpstransformer_s1']	train
menominin-menE-1	['l-phenylalanine']	bacterial	['benchmark', 'nrpstransformer_benchmark']	benchmark
BGC0001953-puwF-G3(thr):dehydroaminobutyric-acid|AXN93614.1*AXN93615.1.A3	['l-threonine']	bacterial	['parasect', 'nrpstransformer_s1']	train
BGC0001416-nunC3(val)|KPN90376.1.A3	['valine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
paenibacterin-B-paeA-1(orn)	['ornithine']	bacterial	['nrpstransformer_s1']	train
BGC0000367mod-lgrB4(val)|CAD92850.1.A4	['valine']	bacterial	['parasect', 'nrpstransformer_s1']	train
BGC0001442-actH(val)|ATJ34005.1.A1	['valine', 'l-threonine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0000336-dptD1(glu)|AAX31559.1.A1	['3-methylglutamic acid', 'glutamic acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
CHPApolydab-pddA(Dbeta24dab)	['2,4-diaminobutyric acid']	bacterial	['nrpstransformer_s1']	train
BGC0001758-RzmA2(thr)|WP_013428324.1.A2	['l-threonine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
QNL34617.1.A4|BGC0002092-steB-4(ser)	['serine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
APU91750.1.A7|BGC0001806-TolA7(leu)	['leucine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
Ga0173608_111792.A5|kahalalideY-NRPS12-5(asn)	['asparagine']	bacterial	['parasect', 'nrpstransformer_s1']	train
brevibacillin-NRPS3-1(ile)	['2-amino-3-methylpentanoic acid']	bacterial	['nrpstransformer_s1']	train
BGC0000447-taaA3(ser)|CCJ67636.1.A3	['serine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
O87704_BACSU2(thr)|O87704.A2|CAA09819.1.A2	['l-threonine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
CAD92852.1.A2|BGC0000367mod-lgrD2(leu)	['leucine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
QED55423.1.A1|BGC0001984-speA1(gly)	['glycine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0001214-MfnK(piz):SA|AJV88383.1.A1	['piperazic acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
ARU08073.1.A2|BGC0001448-mlcK2(val)	['valine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
WP_041754829.1.A3|WP_013428774.1.A3|BGC0001844-holA3(glu)	['glutamic acid']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
WP_018540603.1.A1|BGC0001332-B073_RS0123880(ser)	['serine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0001006-Strop_3056(N-acetylated-trp)	['n-acetyl-l-tryptophan']	bacterial	['nrpstransformer_s1']	train
epoxinnamide-epcD(leu)	['leucine']	bacterial	['nrpstransformer_s1']	train
olikomycin-olk18-4	['glycine']	bacterial	['benchmark', 'nrpstransformer_benchmark']	benchmark
BGC0002109-kcn21-4(phe)|QDJ74273.1.A4	['l-phenylalanine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
kahalalideC-NRPS20-1(phe)|Ga0173608_112187.A1	['l-phenylalanine']	bacterial	['parasect', 'nrpstransformer_s1']	train
AGC24265.1.A1|BGC0001038-prlK(pro)	['proline']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
AFH75322.1.A4|BGC0000425-sesC4(Hse):homoserine	['l-homoserine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
WP_015926599.1.A1|ctg1_3269.A1	['4-hydroxybenzoic acid']	bacterial	['parasect']	train
fabrubactin-fbnO-1(ala/ser)|AAK89720.1.A1|WP_010973247.1.A1	['alanine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
AHH53507.1.A3|BGC0000439-Tar9-3(ala)	['alanine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0002522-pdmC-2(ser)	['serine']	bacterial	['nrpstransformer_s1']	train
thiamyxin-thiF2(ser)	['serine']	bacterial	['nrpstransformer_s1']	train
octaminomycin-octG-3	['leucine']	bacterial	['benchmark', 'nrpstransformer_benchmark']	benchmark
Q7TYQ8.A1	['n(6)-hydroxy-l-lysine']	bacterial	['parasect']	train
glidomide-glmI1(ser)	['serine']	bacterial	['nrpstransformer_s1']	train
CAQ18831.1.A1|BGC0000954-ajuD(ser)	['serine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0000408-PmxA4(24Dab)|ACA97576.1.A4	['2,4-diaminobutyric acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
GL8Pb-nrps2-1	['l-threonine']	bacterial	['benchmark', 'nrpstransformer_benchmark']	benchmark
AHF21228.1.A3|BGC0000449-triD3(gly)	['glycine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001312-VsmA1(leu)	['leucine']	bacterial	['nrpstransformer_s1']	train
BGC0002109-kcn23-2(gly)|QDJ74275.1.A2	['glycine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
BGC0000344-PSEEN3045-etlB5(val)|CAK15815.1.A5	['valine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
AWI62629.1.A1|BGC0001822-vioD(val)	['valine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
verucopeptin-verH-1(piz)	['piperazic acid']	bacterial	['nrpstransformer_s1']	train
ABS75234.1.A1|BGC0001185-dhbE(DHBA)	['2,3-dihydroxybenzoic acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
flesuside-NRPS1-2(val)	['valine']	bacterial	['nrpstransformer_s1']	train
BGC0002293-ohmA-7(val)|QGA70148.1.A7	['valine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
ALV82356.1.A5|BGC0001370-cda2PS1-M5(asp)	['aspartic acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0000291-lptA3(asn/bOHasn)|Q45R85.A3|AAZ23075.1.A3	['asparagine', '3-hydroxyasparagine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0000350-EtuA2(3-hydroxy-4-O-methyl-5-methyl-tyrosine)	['3-hydroxy-o,5-dimethyl-l-tyrosine']	bacterial	['nrpstransformer_s1']	train
AHD05678.1.A1|BGC0000402-ERIC2_c18760-M1(tyr)	['tyrosine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0001758-RzmA3(tyr)|WP_013428324.1.A3	['tyrosine']	bacterial	['parasect', 'nrpstransformer_s1', 'add_db']	train
AXN93590.1.A5	['alanine']	bacterial	['parasect', 'add_db']	train
BGC0000443-thaB3(asp)|AED90003.1.A3	['4-chlorothreonine', '3-hydroxyaspartic acid', 'aspartic acid']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
BGC0000336-dptA4(thr)|Q50E74.A4|AAX31557.1.A4	['l-threonine']	bacterial	['parasect', 'add_db', 'nrpstransformer_s1']	train
photoditritide-pdtS-6(trp)	['tryptophan']	bacterial	['nrpstransformer_s1']	train
